"R-Type Final (Europe) (En,Fr,De).iso";"4645814272";"02b23b39";"0a2680c8ea24059f5055a7cfac870598";"ad696577704a5ddd1e9811d0e30f8d132bd82484"
"Soulcalibur III (Europe, Australia) (En,Fr,De,Es,It) (v1.00).iso";"4388782080";"5e76ec25";"3a3791af7cd0ceb3ed70c90c3604e6ae";"6c993731a9679dc0ff7e3f99030aa02151f2bce6"
"Unlimited Saga (Europe).iso";"3938418688";"a442fe49";"e00cdc1fa7a9886e155dc8d8f2c73e5d";"56edf5d9b8cc154e38e429d81cfcbd3557d05ca7"
"Syberia II (Europe) (En,Fr,De,Es,It).iso";"4636508160";"4cb71412";"95e79f30235e3dd80be834a34f119397";"ca7f1ecedd626383bcc13b5c8972a438e7a10610"
"Killer7 (Europe) (En,Fr,De).iso";"3189178368";"7c6187b1";"7cca2f5610d1490a0664fa7f1687ed7c";"0dc518eca8c664353a9abe12e9b3a9c1af9b5562"
"Contra - Shattered Soldier (Europe) (En,Fr,De,Es,It).iso";"4698669056";"3c466e23";"ee648f6e397f6319a7a253901527a041";"f12bcaf7794f7ec5ebba46b5255771bc3a8c0f6f"
"Zone of the Enders (Europe) (En,Fr,De,It).iso";"1922170880";"44ad4a1a";"56ebd20ba66e37773ef9e5d266155198";"0e1c47232cc8eed3c5735f2ad41b284e02e0afee"
"Final Fantasy X (Germany).iso";"4600725504";"0391ee03";"5b102b7e512ae8bc8e5da5a7eee89401";"e66b72b777e6e816d594f11bc8457bc493979f4a"
"Online Start-Up Disc 4.0 (USA).cue";"96";"5a2fbec5";"e1a4430561da53185fbc3818d623ea15";"60d13b435acb57580dc41a92bfda997858bd12d7"
"Online Start-Up Disc 4.0 (USA).bin";"503551440";"15aa565b";"17ded69f3627d13c48b0f8f9f25e6e06";"764efd4b66b7bc118266471ab4c4f30d039c08e1"
"Online Start-Up Disc v3.0 (USA) (Rev 2).cue";"105";"37e5f38d";"6cba3f4c95b4427cc6b3b81d7bffc1b5";"5c7b71f4cd1721665bd1287d7050a076aae33ca8"
"Online Start-Up Disc v3.0 (USA) (Rev 2).bin";"86240784";"5fa9463a";"593709bd9cba2736ac00904b3816264b";"7ae2431e837b72cb5b833ba983bc6676c746e7e6"
"Network Access Disc (Europe) (En,Fr,De,Es,It) (v3.00).iso";"3501228032";"c186d87f";"0f97749bb48bbca0b958c40403f53da4";"48aec41d0ede77f816b955462da3a174431b9bb2"
"Tekken 5 (Europe, Australia) (En,Fr,De,Es,It).iso";"4100685824";"b49f5c1c";"bc0685727cf9d68e04da3e166b33016e";"9e04f7c8b6568eac2118ca4a27ef9412251902f6"
"EyeToy - Play (Europe, Australia) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi).iso";"4490592256";"4668eb4f";"4e543f9afabcf9b6b46fffaa13b4b5cf";"66dbedae5f9640e536d09a8a0357e98af9fea6ab"
"Demo Disc (Europe) (En,Fr,De,Es,It) (v1.02).iso";"3598712832";"63fb2350";"f6485fee7d9c728eb9ad15e6ecab398d";"3c53f05730fa65fe66c56bcc2d9bf0a6044faabc"
"Getaway, The (Europe) (En,Fr,De,Es,It) (v1.03).iso";"4450353152";"ac5133cc";"dd0f8bde3d5c4718c5c4a46f32850654";"a536e5771cc7f18396b86c79f1164aa3063605a3"
"Resident Evil - Code - Veronica X (USA).iso";"1883996160";"f979efa5";"0f78c6d2103114a37fa3f7a2b57dd85f";"004659e31af4293fe6c0a57e20178a9cc8a5fdac"
"Metal Gear Solid 2 - Sons of Liberty (USA).iso";"4620910592";"576e3d2c";"9f4a571b5bd78bcba19b2a4e8f8d7359";"f5ea9c94b0b1429e3608bffead48193c206f778c"
"Metal Gear Solid 2 - Substance (Japan) (En,Ja).iso";"6393626624";"46c18a0f";"b1811ac406d557874b06b7835e5bd7e7";"855e78167d6e7cf16d8ae5d47f1738ed75a224b9"
"Metal Gear Solid 3 - Subsistence (USA) (En,Es) (Disc 1) (Subsistence).iso";"4674617344";"fd4cd834";"9e5896cbdf5055927f26af23325acd55";"9c2b5cc3db311979a48d92df1ea5e16835f22139"
"Onimusha 2 - Samurai's Destiny (USA).iso";"3785392128";"70d99486";"5b2ca7551299185cfb1379866d966703";"9e338cf478cef5a2851bf383a681c15ee5cda9c2"
"Silent Hill 2 (Europe) (En,Ja,Fr,De,Es,It).iso";"3628826624";"4f7a610d";"7bb226626ab6d4704032375ca5a1847a";"924409de4dc4cabd4a978fae7de94159e57a1c8d"
"Devil May Cry (USA).iso";"4698767360";"01e8eac9";"1bd66d7c661ea9f1d8d9a0dd4eed6d40";"591d2febcfe23969fa2e09da92f1e4c149c314ba"
"FIFA 2001 (Europe) (En,De,Es,Nl,Sv).cue";"101";"d07b4a1e";"9b5a097015d15d8347fcfd80afb21040";"301dbc4e080346de687a14d9001e09ad4e959047"
"FIFA 2001 (Europe) (En,De,Es,Nl,Sv).bin";"527388960";"5f4b759c";"a465ab04b2177d138bef5ae857103df8";"6ee157d3758a0bfbdde95cc3fc1857c733a349ca"
"Quake III - Revolution (Europe) (En,Fr,It).cue";"108";"5f7b8e56";"d3d1fd76e9e45c5288f82b0ea22dde69";"f0d77a54e7950704965697f3d12fadbbdc64204a"
"Quake III - Revolution (Europe) (En,Fr,It).bin";"748531056";"afd41825";"4a668cbf4afd68f0763874bbf4ed6108";"6913159c60ba5234ab077d48112b6aa7bdd86157"
"Xenosaga Episode II - Jenseits von Gut und Boese (USA) (Disc 1).iso";"4682121216";"d7485a6c";"8bec06b6b498e05dc645cea34e0a2ff0";"f929de70be5ba300ba7dba5e4c45ed9e91eac784"
"Xenosaga Episode II - Jenseits von Gut und Boese (USA) (Disc 2).iso";"4693164032";"7ea27985";"27830a7b49ce75f07ab450ad4922de8a";"46e7bcf7ce8918ce4449cb7541ef4e619fb4a99e"
"Official PlayStation 2 Magazine Demo 77 (Europe, Australia) (En,Fr,De,Es,It).iso";"3471278080";"354609bd";"2fd6dafb5a036b824a6cdaef6ec6b87c";"e66c20971e98915a292168e6600eaa1fc3278efb"
"Demo Disc (Europe) (En,Fr,De,Es,It) (v1.00).iso";"4641062912";"a7e59f25";"d09b5ca1c119ab09bc764febfcb66862";"c6b63cb18e6b9d66f8857296121601da88ee25dc"
"Mortal Kombat - Shaolin Monks (Europe) (En,Fr,De,Es,It).iso";"3364782080";"b2ae5375";"fd1da544d11912b05ae480c8a9bcef81";"e5751f91fa27a031029df385999017f25a37f067"
"Resident Evil - Code - Veronica X (Europe) (En,Fr,De,Es).iso";"3985539072";"31f6a4d5";"8e7a9cb966beef7c635768057e76cf79";"553168f3374dca6387ec877a3167e9c64c0deda8"
"Official PlayStation 2 Magazine Demo 69 (Europe) (En,Fr,De,Es,It).iso";"2705457152";"88262cd7";"43531b51f4eb5863fdb6b02653e026ab";"711758595463b2a1f97937295505c2c670fbd2bf"
"Demo Disc (Europe) (En,Fr,De,Es,It) (v1.11).cue";"109";"a15d12e4";"360e33be02feb189a6a50cffef301024";"55a9fd9aa748882c2fd7d1247ade1f806a6ed322"
"Demo Disc (Europe) (En,Fr,De,Es,It) (v1.11).bin";"681583728";"1cf77859";"f9446f5995144a3b8fac5eb428f51915";"5905c64c86b63ec5f40f1d7fdebb17340cdad061"
"Dead or Alive 2 (Europe) (En,Fr,De,Es,It).iso";"4675043328";"e55439af";"ccd5b26f0d030596abe470ab1740d0e4";"d1046ad8ac4a309e0fc8323df4c4d930a8468153"
"Need for Speed - Underground 2 (Europe) (En,Fr,De,Es,It,Nl,Sv,Da) (v1.01).iso";"4097146880";"5ac525e0";"2332e43abc83d498989e8ccb88c7ee58";"5f156de0be3062ef66a678808efc41be84e78e3f"
"Metal Gear Solid 2 - Sons of Liberty - Trial Edition (USA) (Demo).cue";"131";"23a3ac30";"c543615aabdd9135c7ca744b2079c57e";"80c35572804f676c411a9f3fc75430a85c151151"
"Metal Gear Solid 2 - Sons of Liberty - Trial Edition (USA) (Demo).bin";"751854432";"0d904bb9";"ab6fa2d47bb0004b72239a6bbd2b4942";"44f558d6dfa8a9e631179c1361b892c4defc0b71"
"Document of Metal Gear Solid 2, The (Europe).iso";"4098523136";"3cb781ab";"e24cc1addd9a1190c64b64d7a62590b7";"5b0c92cee40fdb6a2eaca4172d684e4f0dc464c1"
